Bedroom,Bathroom,Property Size,Nearby School,Nearby Mall,Category,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Bus Stop,Mall,Park,School,Hospital,price,Highway,Nearby Railway Station,Railway Station,num_facilities
3.0,2.0,606,0,,"Apartment / Condominium, For Sale","Playground, Minimart, Security, Gymnasium",Cendana Apartment,Tan & Tan Developments Berhad,Leasehold,"Jalan Tasik Permaisuri 3, Bandar Tasik Permaisuri, Cheras, Kuala Lumpur",2008.0,17.0,144.0,Apartment,2.0,-,Non Bumi Lot,E,"Bus Stop Cendana Apartment
Bus Stop Dataran Dwitasik
Bus Stop Chengal Condominium
Bus Stop Wisma Zelan
Bus Stop Jalan Sri Permaisuri 4
Bus Stop Taman Tasik Permaisuri
Bus Stop Apartment Blok A
Bus Stop JPJ Cheras
Bus Stop T582 T583 T584
Bus Stop Masjid Saidina Othman Ibnu Affan",0,0,"SMK Seri Tasik
Sekolah Menengah Agama Majlis Agama Islam Wilayah Persekutuan
Sekolah Kebangsaan Seri Permaisuri",0,238000,0,0,"LRT Station Salak Selatan (Sri Petaling Line)
KTM Station Salak Selatan (Komuter Seremban Line)
LRT Station Bandar Tun Razak (Sri Petaling Line)",4
3.0,2.0,1092,0,,"Apartment / Condominium, For Sale","Gymnasium, Tennis Court, Security, Minimart, Swimming Pool, Multipurpose hall, Playground, Jogging Track, Parking, Lift",Panorama Residences (Sentul),Ecs Mutiara Sdn Bhd,Freehold,"Jalan Bullion Mewah 9,Taman Bullion Mewah, Sentul, Kuala Lumpur",2014.0,17.0,435.0,Condominium,2.0,Low,Non Bumi Lot,AE,Bus Stop SMK Batu Muda (Opp),0,0,"Sekolah Kebangsaan Seri Nilam
Tabika Kemas
Kompleks Darul Kifayah
SRA Ibnul Jauzi
SMK Batu Muda",0,480000,0,0,,10
4.0,3.0,3200,0,,"Apartment / Condominium, For Sale","Playground, Swimming Pool, Minimart, Parking, Security, Lift",Ampang Prima,Demi-Prima Sdn Bhd,Leasehold,"Jalam Wawasan 3/4, Kampung Baru Ampang, Ampang, Selangor",2006.0,17.0,702.0,Condominium,3.0,High,Non Bumi Lot,EPM,,0,0,"Sekolah Jenis Kebangsaan (C) Kg Baru Ampang
Sekolah Jenis Kebangsaan (T) Ampang
SRA Kampung Melayu Ampang
Sekolah Jenis Kebangsaan (C) On Pong
Sekolah KAFA Integrasi Ar-Rahmaniah
Sekolah Menengah Kebangsaan Bandar Baru Ampang",0,750000,0,0,LRT Station Ampang (Ampang Line),6
3.0,2.0,914,0,,"Apartment / Condominium, For Sale","Playground, Tennis Court, Security, Swimming Pool, Gymnasium, Parking, Minimart, Lift, Multipurpose hall",Puri Aiyu,Crosshill Sdn Bhd,Freehold,"No. 50, Jalan Jubli Perak 22/1, Section 22, Shah Alam, Selangor",2006.0,15.0,464.0,Apartment,1.0,Low,Non Bumi Lot,E,"Bus Stop at Federal Highway 4
Bus Stop at Batu Tiga Federal Highway
Bus Stop at Jalan Batu Tiga Lama 3
Bus Stop at Lorong Intan 2
Bus Stop at Seksyen 15 (Timur)
Bus Stop at Persiaran Teknologi 1
Bus Stop at Persiaran Teknologi 2
Bus Stop at Persiaran Jubli Perak 5",0,0,Sekolah Kafa Integrasi Nurul Hidayah,0,315000,0,0,KTM Station Batu Tiga (Komuter Tanjung Malim-Pelabuhan Klang),9
3.0,2.0,1055,0,Selayang Capital,"Apartment / Condominium, For Sale","Swimming Pool, Gymnasium, Parking, Sauna, Security, Playground, Tennis Court, Jogging Track, Lift",Magna Ville Condominium,Magna Park Sdn Bhd,Leasehold,"Off Lebuhraya Selayang - Kepong, Taman Selayang Jaya, Selayang, Selangor",2010.0,22.0,1074.0,Condominium,1.0,High,Non Bumi Lot,VE,,0,0,,0,270000,0,0,,9
3.0,2.0,1198,0,,"Apartment / Condominium, For Sale",-,Sphere Damansara,Sentral City (M) Sdn Bhd,Leasehold,"Jalan PJU 10/9, Damansara Damai, Selangor",2016.0,22.0,537.0,Condominium,2.0,Medium,Bumi Lot,E,"Bus Stop at Apartment Lestari
Bus Stop at SK Damansara Damai 1 2
Bus Stop at SK Damansara Damai 1 1",0,0,,0,505000,0,0,MRT Station Damansara Damai (MRT Putrajaya Line),1
5.0,3.0,2253,0,,"Apartment / Condominium, For Sale","Swimming Pool, Security, Parking, Lift, Playground, Gymnasium, Barbeque area, Multipurpose hall",D'Suria Condominium,Ssf Group,Leasehold,"Jalan D'Suria, Taman Duta Suria, Ampang, Kuala Lumpur",2015.0,18.0,252.0,Condominium,4.0,Medium,Non Bumi Lot,VEPM,,0,0,Sekolah Rendah Agama Nurul Islam,0,990000,0,0,"LRT Station Cempaka (Ampang Line)
LRT Station Cahaya (Ampang Line)",8
4.0,2.0,1162,0,,"Apartment / Condominium, For Sale","Parking, Gymnasium, Jogging Track, Multipurpose hall, Security, Swimming Pool, Playground, Barbeque area, Minimart",Fortune Perdana Lakeside,Asian Pac Holdings Berhad,Leasehold,"Jalan Metro Perdana 1, Kepong, Kuala Lumpur",2016.0,25.0,576.0,Service Residence,2.0,Medium,Non Bumi Lot,E,,0,0,,0,529000,0,0,"MRT Station Metro Prima (MRT Putrajaya Line)
MRT Station Kepong Baru (MRT Putrajaya Line)",9
3.0,2.0,750,0,,"Apartment / Condominium, For Sale","Swimming Pool, Security, Playground, Parking, Gymnasium, Tennis Court, Club house, Jogging Track, Lift, Multipurpose hall",N-Park Condominium,-,Freehold,"Jalan Batu Uban, Gelugor, Penang",1997.0,32.0,988.0,Condominium,1.0,High,Non Bumi Lot,E,,0,0,,0,350000,0,0,,10
3.0,2.0,900,0,,"Apartment / Condominium, For Sale","Gymnasium, Playground, Parking, Security, Swimming Pool, Barbeque area, Minimart, Lift, Multipurpose hall",Armani Residence Bukit Lanjan,Golden Armani Sdn Bhd,Freehold,"Jalan Bukit Lanjan, Bukit Lanjan, Taman Tun Dr Ismail, Kuala Lumpur",2024.0,33.0,149.0,Condominium,2.0,-,Malay Reserved,VEPM,,0,0,,0,498000,0,0,,9
3.0,2.0,828,0,,"Apartment / Condominium, For Sale","Minimart, Playground, Parking, Security, Lift, Jogging Track",Arena Green,Berjaya Land,Freehold,"Jalan 1/115a, Bukit Jalil, Bukit Jalil, Kuala Lumpur",2000.0,11.0,1240.0,Condominium,1.0,Medium,Non Bumi Lot,E,,0,0,SK Seri Anggerik,0,312800,0,0,MRT Station Taman Connaught (MRT Sungai Buloh-Kajang Line),6
1.0,1.0,549,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track, Minimart",Epic Residences,Ijm Land Berhad,Leasehold,"Jalan Suria Muafakat 1, Taman Tasek, Johor Bahru, Johor",2016.0,25.0,528.0,Apartment,1.0,High,Non Bumi Lot,-,,0,0,,0,355000,0,0,,12
3.0,2.0,1333,0,Kiara 163,"Apartment / Condominium, For Sale","Gymnasium, Security, Playground, Tennis Court, Swimming Pool, Sauna, Parking, Lift, Barbeque area, Jogging Track",Residensi Sefina Mont Kiara,Uem Sunrise Berhad,Freehold,"Kampung Segambut Dalam, Mont Kiara, Kuala Lumpur",2019.0,35.0,245.0,Condominium,2.0,High,Non Bumi Lot,E,"Bus Stop Residensi Sefina
Bus Stop Trinity Pentamont
Bus Stop Casa Kiara
Bus Stop Garden International School
Bus Stop Mont Kiara International School
Bus Stop Arcoris
Bus Stop Impian Villas
Bus Stop Shoplex Mont Kiara
Bus Stop Mont Kiara Banyan
Bus Stop Lanai Kiara (Opp)
Bus Stop 1 Mont Kiara
Bus Stop Mont Kiara Meridin (Opp)
Bus Stop Hab Desa Sri Hartamas
Bus Stop Plaza Crystelville
Bus Stop Desa Sri Hartamas (2)
Bus Stop Laman Damaisari
Bus Stop Al-Ubudiah Mosque",0,0,"Mont Kiara International School
Garden International School
French School of Kuala Lumpur",0,1250000,0,0,,10
3.0,2.0,1288,0,,"Apartment / Condominium, For Sale","Barbeque area, Playground, Security, Multipurpose hall, Gymnasium, Swimming Pool, Jogging Track",Ivory Residence,Tls Group,Freehold,"Jalan Mutiara 2, Mutiara Heights, Kajang, Selangor",2015.0,21.0,455.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,388000,0,0,,7
3.0,2.0,973,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",Scott Towers @ Larkin JB,Andaman Group,Leasehold,"Off Jalan Datin Halimah, Larkin, Johor Bahru, Johor",2015.0,22.0,352.0,Condominium,1.0,Low,Non Bumi Lot,-,,0,0,,0,300000,0,0,,7
3.0,2.0,909,0,Mid Valley Megamall,"Apartment / Condominium, For Sale","Parking, Playground, Swimming Pool, Barbeque area, Security, Gymnasium",Residency V,Kerjaya Prospek Group Berhad,Freehold,"Jalan Sepadu 5, Taman United, Old Klang Road, Kuala Lumpur",2017.0,29.0,412.0,Condominium,2.0,-,Non Bumi Lot,E,"Bus Stop KL 1284 Wisma Buddist
Bus Stop KL 1179 Saville Residence
Bus Stop KL 1180 Wisma Buddist
Bus Stop KL 1283 Batu 3 1/2 Klang Lama
Bus Stop KL 1285 Saville Residence
Bus Stop KL 1181 Batu 3 1/2 KLang Lama
Bus Stop KL 1282 3Rd Mile Square
Bus Stop KL 1281 Taman Shanghai (Utara)
Bus Stop KL 1183 Taman Shanghai (Utara)
Bus Stop KTM Angkasapuri
Bus Stop 1 Flat Sri Labuan
Bus Stop KL 1188 Wisma Tm Taman Desa
Bus Stop Jalan Desa Utama
Bus Stop Jalan 2/112A
Bus Stop KL 1190 Taman Bukit Desa (Selatan)
Bus Stop KL 1280 Taman Shanghai (Selatan)
Bus Stop KL 1187 Papillion Desahill Condominium
Bus Stop Mid Valley Megamall South Court
Bus Stop KL 1184 Taman Shanghai (Selatan)",0,0,Vikas International School,0,560000,0,0,"KTM Station Seputeh (Komuter Seremban Line)
KTM Station Angkasapuri (Komuter Port Klang Line)",6
3.0,2.0,1288,0,,"Apartment / Condominium, For Sale","Barbeque area, Jogging Track, Security, Swimming Pool, Gymnasium, Multipurpose hall, Playground, Parking, Lift",Ivory Residence,Tls Group,Freehold,"Jalan Mutiara 2, Mutiara Heights, Kajang, Selangor",2015.0,21.0,455.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,355000,0,0,,9
4.0,2.0,1001,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall",M Centura,Mah Sing Group Berhad,Freehold,"Jalan Sentul Pasar, Sentul, Kuala Lumpur",2021.0,47.0,1413.0,Apartment,2.0,Low,Non Bumi Lot,,,0,0,,0,550000,0,0,,8
3.0,2.0,1023,0,Pavilion Bukit Jalil,"Apartment / Condominium, For Sale","Security, Minimart, Playground, Swimming Pool, Barbeque area, Gymnasium, Squash Court, Jogging Track, Lift, Parking, Tennis Court, Sauna, Multipurpose hall, Club house",The Havre @ Bukit Jalil,Aset Kayamas Sdn Bhd,Leasehold,"Lebuhraya Bukit Jalil, Bukit Jalil, Kuala Lumpur",2020.0,40.0,1052.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,"SJK(C) Lai Meng
SJK (T) Ladang Bukit Jalil",0,539000,0,0,"LRT Station Muhibbah (Sri Petaling Line)
LRT Station Awan Besar (Sri Petaling Line)",14
3.0,2.0,950,0,,"Apartment / Condominium, For Sale","Parking, Swimming Pool, Jogging Track, Lift, Security, Playground, Gymnasium, Multipurpose hall",Symphony Heights (Simfoni Heights),Daya Niaga,Leasehold,"Jalan Medan Selayang 2, Kawasan Industri Batu Cave, Batu Caves, Selangor",2011.0,29.0,1709.0,Condominium,1.0,High,Bumi Lot,E,,0,0,"Sekolah Jenis Kebangsaan(C) Kheow Bin
Sekolah Kebangsaan (1) Taman Selayang
Sekolah Kebangsaan (2) Taman Selayang
Sekolah Jenis Kebangsaan (T) Batu Caves",0,298000,0,0,KTM Station Batu Caves (Komuter Seremban Line),8
3.0,2.0,848,0,,"Apartment / Condominium, For Sale","Minimart, Swimming Pool, Security, Parking, Playground, Gymnasium",The Gardens (Penampang),Sc Land Group,Leasehold,"Lorong Taman Formosa 2, Taman Farmosa, Penampang, Sabah",2017.0,22.0,480.0,Condominium,2.0,High,Non Bumi Lot,E,,0,0,,0,530000,0,0,,6
3.0,2.0,850,0,Main Place Mall,"Apartment / Condominium, For Sale","Parking, Security, Playground, Swimming Pool",Fairville,Sime Darby Property Berhad,Freehold,"Jalan USJ 22/1, Subang Jaya, Selangor",2000.0,8.0,480.0,Apartment,1.0,Medium,Non Bumi Lot,E,,0,0,"Sekolah Kebangsaan USJ 20
Sekolah Jenis Kebangsaan (T) Ladang Seafield
Sekolah Menengah Kebangsaan USJ 23
SRA USJ 17
SRA Batu 13",0,338800,0,0,LRT Station USJ21 (Kelana Jaya Line),4
4.0,2.0,850,0,,"Apartment / Condominium, For Sale","Lift, Security, Parking, Playground, Multipurpose hall","Orchis Apartment, Bandar Parklands",Wct Holding Berhad,Freehold,"Jalan Delima 4, Bandar Parklands,, Klang, Selangor",2017.0,5.0,400.0,Apartment,1.0,Low,Non Bumi Lot,E,,0,0,Sekolah Jenis Kebangsaan (C) Wu Teck,0,299000,0,0,,5
2.0,2.0,1019,0,,"Apartment / Condominium, For Sale","Swimming Pool, Barbeque area, Tennis Court, Jogging Track, Sauna, Playground, Gymnasium, Security",One Medini,One Medini Sdn Bhd,Leasehold,"Off Lebuh Kota Iskandar, Iskandar Puteri, Johor",2015.0,22.0,644.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,400000,0,0,,8
3.0,2.0,750,0,,"Apartment / Condominium, For Sale","Parking, Minimart, Security, Swimming Pool, Lift, Playground",Pangsapuri Cemara (Cheras),-,Leasehold,"Jalan Sri Permaisuri 3, Bandar Sri Permaisuri, Cheras, Kuala Lumpur",2002.0,11.0,792.0,Apartment,1.0,High,Bumi Lot,E,"Bus Stop Jalan Sri Permaisuri 4
Bus Stop Apartment Blok A
Bus Stop Chengal Condominium
Bus Stop JPJ Cheras
Bus Stop Dataran Dwitasik
Bus Stop Cendana Apartment
Bus Stop T582 T583 T584
Bus Stop Wisma Zelan",0,0,"SMK Seri Tasik
Sekolah Menengah Agama Majlis Agama Islam Wilayah Persekutuan
Sekolah Jenis Kebangsaan (Cina) Tai Thung
Sekolah Kebangsaan Seri Permaisuri",0,250000,0,0,"LRT Station Salak Selatan (Sri Petaling Line)
KTM Station Salak Selatan (Komuter Seremban Line)",6
3.0,2.0,1091,0,,"Apartment / Condominium, For Sale","Minimart, Sauna, Gymnasium, Parking, Swimming Pool, Security, Playground, Lift",Kinrara Mas Condominium,Hr Utama Sdn Bhd,Freehold,"Jalan Kinrara 1 / Jalan Mas, Bukit Jalil, Kuala Lumpur",2010.0,18.0,569.0,Condominium,1.0,High,Non Bumi Lot,E,,0,0,,0,340000,0,0,LRT Station Alam Sutera (Sri Petaling Line),8
3.0,2.0,870,0,,"Apartment / Condominium, For Sale","Sauna, Security, Minimart, Gymnasium, Lift, Playground, Jogging Track, Parking, Swimming Pool",Ashton Tower,Scp Group,Leasehold,"Off Kolombong, Kota Kinabalu, Sabah",2016.0,29.0,391.0,Service Residence,1.0,Medium,Non Bumi Lot,E,,0,0,,0,438000,0,0,,9
3.0,2.0,1431,0,,"Apartment / Condominium, For Sale","Parking, Security, Sauna, Swimming Pool",Kyoto Gardens Condominium,-,Freehold,"Persiaran Bukit Jaya, Bukit Antarabangsa, Ampang, Selangor",1987.0,15.0,200.0,Condominium,1.0,Medium,Non Bumi Lot,VEPM,,0,0,,0,360000,0,0,,4
3.0,2.0,1400,0,,"Apartment / Condominium, For Sale","Minimart, Swimming Pool, Gymnasium, Lift, Playground, Tennis Court, Squash Court, Sauna, Multipurpose hall, Parking, Security",Mas Kiara Residences,Intan Permata Properties,Freehold,"Jalan Datuk Sulaiman, Taman Tun Dr Ismail, Kuala Lumpur",2010.0,16.0,246.0,Condominium,1.0,Medium,Malay Reserved,VE,,0,0,,0,630000,0,0,,11
2.0,2.0,770,0,,"Apartment / Condominium, For Sale","Playground, Jogging Track, Security, Minimart, Swimming Pool, Gymnasium, Sauna, Multipurpose hall, Club house",D' Ambience,Ijm Land Berhad,Freehold,"Jalan Permas 2, Johor Bahru, Johor",2014.0,21.0,780.0,Service Residence,2.0,Medium,Non Bumi Lot,-,,0,0,,0,488000,0,0,,9
2.0,2.0,953,0,,"Apartment / Condominium, For Sale","Playground, Swimming Pool, Barbeque area, Security, Gymnasium, Jogging Track",Havona,Sunray Development,Freehold,"Off Jalan Mutiara Emas Utama, Taman Mount Austin, Johor Bahru, Johor",2019.0,36.0,1148.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,505000,0,0,,6
3.0,2.0,993,0,,"Apartment / Condominium, For Sale","Security, Swimming Pool, Jogging Track, Lift, Barbeque area, Playground, Gymnasium, Multipurpose hall, Sauna",Tropicana 218 Macalister,Tropicana Corporation Berhad,Freehold,"218 Jalan Macalister,, Georgetown, Penang",2018.0,33.0,299.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,1150000,0,0,,9
3.0,2.0,878,0,,"Apartment / Condominium, For Sale",-,M Arisa,Mah Sing Group Bhd,Freehold,"Jalan Sentul Pasar, Sentul Pasa, Sentul, Kuala Lumpur",2022.0,55.0,1598.0,Service Residence,2.0,-,Non Bumi Lot,E,,0,0,,0,470000,0,0,,1
4.0,3.0,1710,0,,"Apartment / Condominium, For Sale",-,Residensi Bintang Bukit Jalil,Lbs Bina Group Berhad,Leasehold,"Jalan Impian Indah, Bukit Jalil, Kuala Lumpur",2022.0,22.0,1342.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,Tzu Chi International School,0,960000,0,0,,1
3.0,2.0,1175,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna",Villa Puteri,Land & General Berhad,Freehold,"Jalan Tun Ismail, KL City, Kuala Lumpur",1995.0,32.0,480.0,Condominium,1.0,-,Bumi Lot,E,,0,0,,0,430000,0,0,,7
4.0,3.0,1396,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",One Damansara,Mk Land Holdings,Leasehold,"Jalan PJU 10/1, Damansara Damai, Petaling Jaya, Selangor",2013.0,20.0,899.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,490000,0,0,,14
3.0,2.0,841,0,,"Apartment / Condominium, For Sale","Swimming Pool, Gymnasium, Lift, Barbeque area, Minimart, Playground, Security, Sauna, Parking",M Vista,Vienna View Development (Mah Sing Group),Freehold,"Jalan Muzium Perang, Bayan Lepas, Penang",2021.0,23.0,237.0,Condominium,2.0,High,Non Bumi Lot,E,,0,0,,0,660000,0,0,,9
3.0,3.0,1162,0,AEON Mall Shah Alam,"Apartment / Condominium, For Sale","Parking, Multipurpose hall, Security, Playground, Swimming Pool, Gymnasium",V-Residensi 2,B&G Property,Freehold,"Seksyen 22, Shah Alam, Selangor",2016.0,22.0,616.0,Service Residence,2.0,Medium,Non Bumi Lot,E,"Bus Stop at Batu Tiga Federal Highway
Bus Stop at Federal Highway 4
Bus Stop at Seksyen 15 (Timur)
Bus Stop at Persiaran Teknologi 1
Bus Stop at Persiaran Jubli Perak 5
Bus Stop at Persiaran Teknologi 2
Bus Stop at Lorong Intan 2
Bus Stop at Jalan Batu Tiga Lama 3",0,0,,0,415000,0,0,KTM Station Batu Tiga (Komuter Tanjung Malim-Pelabuhan Klang),6
1.0,1.0,661,0,,"Apartment / Condominium, For Sale","Parking, Swimming Pool, Barbeque area, Multipurpose hall, Security, Playground, Gymnasium, Lift",Seri Austin Residence Luxury Apartment,Dynasty View Sdn Bhd (Um Land),Freehold,"Jalan Seri Austin 1/17, Taman Seri Austin, Johor Bahru, Johor",2015.0,13.0,420.0,Service Residence,1.0,High,Non Bumi Lot,-,,0,0,,0,308000,0,0,,8
2.0,2.0,1058,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Sauna, Minimart",The Loft @ KK Times Square,Syarikat Kapasi (Asian Pac),Leasehold,"KK Times Square, Coastal Road, Kota Kinabalu, Sabah",2014.0,9.0,631.0,Service Residence,1.0,Medium,Non Bumi Lot,E,,0,0,,0,950000,0,0,,11
2.0,2.0,1213,0,,"Apartment / Condominium, For Sale","Security, Swimming Pool, Barbeque area, Gymnasium, Playground, Multipurpose hall, Sauna, Parking, Lift",Pearl Suria,Aikbee Timbers Sdn. Bhd.,Leasehold,"Jalan Sepadu 3, Taman United,, Old Klang Road, Kuala Lumpur",2016.0,24.0,403.0,Condominium,2.0,Medium,Non Bumi Lot,E,"Bus Stop KL 1284 Wisma Buddist
Bus Stop KL 1179 Saville Residence
Bus Stop KL 1180 Wisma Buddist
Bus Stop KL 1283 Batu 3 1/2 Klang Lama
Bus Stop KL 1285 Saville Residence
Bus Stop KL 1181 Batu 3 1/2 KLang Lama
Bus Stop KL 1282 3Rd Mile Square
Bus Stop KL 1281 Taman Shanghai (Utara)
Bus Stop KL 1183 Taman Shanghai (Utara)
Bus Stop KTM Angkasapuri
Bus Stop 1 Flat Sri Labuan
Bus Stop KL 1188 Wisma Tm Taman Desa
Bus Stop Jalan Desa Utama
Bus Stop Jalan 2/112A
Bus Stop KL 1190 Taman Bukit Desa (Selatan)
Bus Stop KL 1280 Taman Shanghai (Selatan)
Bus Stop KL 1187 Papillion Desahill Condominium
Bus Stop Mid Valley Megamall South Court
Bus Stop KL 1184 Taman Shanghai (Selatan)",0,0,Vikas International School,0,700000,0,0,"KTM Station Seputeh (Komuter Seremban Line)
KTM Station Angkasapuri (Komuter Port Klang Line)",9
2.0,2.0,780,0,,"Apartment / Condominium, For Sale","Barbeque area, Minimart, Gymnasium, Tennis Court, Sauna, Playground, Swimming Pool, Lift, Parking, Security, Squash Court",The Elysia Park Residence @ Medini,Bcb Berhad,Leasehold,"Jalan Persiaran Medini Utara 1, Medini, Iskandar Puteri, Johor",2019.0,22.0,961.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,400000,0,0,,11
4.0,3.0,1711,0,,"Apartment / Condominium, For Sale","Multipurpose hall, Security, Squash Court, Jogging Track, Minimart, Club house, Playground, Swimming Pool, Tennis Court, Barbeque area, Sauna, Parking, Gymnasium",Gardenview Residence,Setia Haruman Sdn Bhd,Freehold,"Persiaran Ceria, Cyber 12, Cyberjaya, Selangor",2012.0,10.0,210.0,Condominium,2.0,High,Bumi Lot,VEPM,"Bus Stop at Persiaran Ceria
Bus Stop at Persiaran Multimedia 2
Bus Stop at Persiaran Multimedia 1",0,0,ELC International School,0,790000,0,0,,13
3.0,2.0,1100,0,,"Apartment / Condominium, For Sale","Security, Minimart, Barbeque area, Sauna, Multipurpose hall, Parking, Jogging Track, Playground, Gymnasium, Club house, Swimming Pool",222 Residency,Kerjaya Prospek Group Berhad,Freehold,"Jalan 1/50, Off Jalan Gombak, Taman P Ramlee, Setapak, Kuala Lumpur",2013.0,28.0,222.0,Condominium,1.0,Medium,Non Bumi Lot,E,"Bus Stop Jalan Semarak Api
Bus Stop Diamond Square
Bus Stop Diamond Square (Opp)
Bus Stop Kg Puah
Bus Stop SMJK Chong Hwa
Bus Stop Taman Genting Setapak
Bus Stop SMJK Chong Hwa (Opp)
Bus Stop Taman P. Ramlee
Bus Stop KFC Genting Klang
Bus Stop BSN Genting Klang
Bus Stop Courts Megastore Setapak (Opp)
Bus Stop Sri Pelangi Condominium (Opp)
Bus Stop Courts Megastore Setapak
Bus Stop Rumah 148
Bus Stop Jalan Genting Klang
Bus Stop Sri Pelangi Condominium
Bus Stop Saad Mosque
Bus Stop Abi Waqqas Mosque (Opp)
Bus Stop 1 Tadika Ayer Panas
Bus Stop 2 Tadika Ayer Panas
Bus Stop KL Traders Square
Bus Stop KL Traders Square (Opp)
Bus Stop Guan Ying Ting
Bus Stop PV128 Setapak
Bus Stop Perumahan Taman Setapak",0,0,"SJK (C) Mun Yee
Chong Hwa Secondary School
SMK Danau Kota",0,455000,0,0,,11
4.0,2.0,1331,0,,"Apartment / Condominium, For Sale","Parking, Gymnasium, Playground, Swimming Pool, Security, Minimart, Jogging Track",Platinum Hill PV 3,Platinum Victory Development Sdn Bhd,Freehold,"No. 3 Jalan Melati Utama, Taman Melati Utama, Setapak, Kuala Lumpur",2013.0,17.0,475.0,Condominium,1.0,Medium,Non Bumi Lot,E,,0,0,,0,390000,0,0,,7
3.0,2.0,850,0,,"Apartment / Condominium, For Sale","Barbeque area, Jogging Track, Playground",Alira Metropark Subang,Mct Berhad,Freehold,"Jalan MP 1, Tropicana Metropark, Subang Jaya, Selangor",2023.0,31.0,836.0,Service Residence,2.0,-,Non Bumi Lot,E,"Bus Stop at Persiaran Teknologi 2
Bus Stop at Lorong Intan 2
Bus Stop at Persiaran Teknologi 1
Bus Stop at Jalan Batu Tiga Lama 3",0,0,Sekolah Kafa Integrasi Nurul Hidayah,0,600000,0,0,KTM Station Batu Tiga (Komuter Tanjung Malim-Pelabuhan Klang),3
3.0,3.0,1409,0,,"Apartment / Condominium, For Sale","Parking, Swimming Pool, Playground, Gymnasium, Squash Court, Security, Minimart",Middleton @ Minden Heights,Bsg Property,Freehold,"Minden Heights, Gelugor, Penang",2019.0,26.0,220.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,1300000,0,0,,7
3.0,3.0,1409,0,,"Apartment / Condominium, For Sale","Parking, Swimming Pool, Playground, Gymnasium, Squash Court, Security, Minimart",Middleton @ Minden Heights,Bsg Property,Freehold,"Minden Heights, Gelugor, Penang",2019.0,26.0,220.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,1300000,0,0,,7
3.0,2.0,1008,0,,"Apartment / Condominium, For Sale","Parking, Security, Playground, Swimming Pool, Lift",Kristal Villa,-,Freehold,"Jalan Kajang Villa 3, Taman Kajang Villa, Kajang, Selangor",2015.0,12.0,306.0,Condominium,2.0,-,Non Bumi Lot,-,,0,0,,0,244000,0,0,,5
3.0,2.0,935,0,,"Apartment / Condominium, For Sale","Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall",Desa Green,Seri Tiara Development Sdn Bhd,Freehold,"Jalan Desa Bakti, Off Taman Desa, Taman Desa, Kuala Lumpur",1997.0,22.0,1008.0,Service Residence,1.0,Medium,Non Bumi Lot,,"Bus Stop SMK Desa Perdana
Bus Stop Masjid Al-Muhsirin
Bus Stop Taman Desa (Utara)
Bus Stop SMK Taman Desa",0,0,"SMK Desa Perdana
Sekolah Kebangsaan Taman Desa Kuala Lumpur",0,589000,0,0,,11
3.0,2.0,987,0,,"Apartment / Condominium, For Sale","Jogging Track, Security, Parking, Barbeque area, Swimming Pool, Lift, Playground",80 Residence,-,Leasehold,"Ramayah, Penampang, Penampang, Sabah",2017.0,5.0,80.0,Apartment,1.0,High,Non Bumi Lot,E,,0,0,,0,420000,0,0,,7
3.0,2.0,1538,0,,"Apartment / Condominium, For Sale","Parking, Security, Swimming Pool, Sauna, Minimart, Playground, Gymnasium, Lift",Venice Hill,Li Foong Group,Freehold,"Jalan Kemacahaya, Cheras, Selangor",2000.0,14.0,1339.0,Condominium,2.0,-,Non Bumi Lot,-,,0,0,,0,269000,0,0,,8
